id,url,manufacturer,model,rated_power_kw,rotor_diameter_m,rotor_area_m2,num_blades,hub_height_m,cut_in_wind_speed_ms,cut_out_wind_speed_ms,rated_wind_speed_ms,rotor_speed_rpm,generator_type,gearbox_type,tower_type,nacelle_weight_kg,rotor_weight_kg,tower_weight_kg,blade_weight_kg,total_weight_kg,voltage_v,frequency_hz,installation,offshore,onshore
2603,https://en.wind-turbine-models.com/turbines/2603-man-12-5-30,MAN,MAN 12.5/30,30,12.5,123,2,10,3.7,,11.8,100,induction,,steel tube / lattice tower,1200,,2700,100,4000,380,50 Hz,,No,Yes
692,https://en.wind-turbine-models.com/turbines/692-man-aeroman-14-8,MAN,MAN Aeroman 14.8,33,14.8,172,2,15,3.8,25,11,100,Asynchronus,,steel tube / concrete,1600,,10500,200,12200,400,50/60 Hz,,No,Yes
182,https://en.wind-turbine-models.com/turbines/182-man-wka-60-growian-ii,MAN,MAN WKA-60 (GROWIAN II),1200,60,2827,3,50,6,24,12.2,23,Synchronous,,Concret,207000,,490000,8600,657000,776,50.0 Hz,1992,No,Yes
1021,https://en.wind-turbine-models.com/turbines/1021-mapna-2-5-mw,Mapna,Mapna 2.5 MW,2500,104,8495,3,85,3.5,25,12,17.1,doubly fed induction,,steel tube,96000,52000,170000,,318000,690,,,No,Yes
2611,https://en.wind-turbine-models.com/turbines/2611-mapna-mwt2-5-103-i,Mapna,Mapna MWT2.5-103-I,2500,103.4,8427,3,82,3.5,25,11.5,14.5,double-fed induction generator,,steel tube,,,,11000,,,50/60 Hz,,No,Yes
386,https://en.wind-turbine-models.com/turbines/386-markham-vs-45,Markham,Markham VS 45,600,45.9,1655,3,51.5,3.5,35,11.5,32,Asynchronus,,Steel tube,22500,,70000,1600,100000,690,50.0 Hz,,No,Yes
1055,https://en.wind-turbine-models.com/turbines/1055-marlec-rutland-wg910,Marlec,Marlec Rutland WG910,0.1,0.9,0.6,6,11.5,1.8,25,9.8,,synchronus permanent,,steel tube,,,,,,,,,No,Yes
2806,https://en.wind-turbine-models.com/turbines/2806-marlec-rutland-913-windcharger,Marlec,Marlec Rutland 913 Windcharger,0.3,0.9,0.4,6,2.3,2.6,,,700,3-phase permanent alternator,,steel tubular,,,,,0,24,,,Yes,Yes
1433,https://en.wind-turbine-models.com/turbines/1433-huellmann-hs-10-s,Hüllmann,Hüllmann HS 10 S,10,9,64,3,12,3,,12,100,induction,,tubular monopole,,,,,,380,50 Hz,,No,Yes
828,https://en.wind-turbine-models.com/turbines/828-huellmann-fhw-100,Hüllmann,Hüllmann FHW 100,100,20,314,3,24,,,,45,Asynchronus,,Steel tube,,,,,,400,50 Hz,,No,Yes
296,https://en.wind-turbine-models.com/turbines/296-mervento-3-6-118,Mervento,Mervento 3.6-118,3600,118,10936,3,90,4,25,11.5,12.6,PMG Synchronus,,Steel tube,,,,,,3900,50/60 Hz,,No,Yes
134,https://en.wind-turbine-models.com/turbines/134-mbb-messerschmitt-aeolus-ii,MBB Messerschmitt,MBB Messerschmitt Aeolus II,3000,80.5,5093.4,2,92,3.5,20,14,21,Synchronous,,concret tubular,130800.00000000001,41000,1200000,9000,1381300,660,50 Hz,1993,No,Yes
1581,https://en.wind-turbine-models.com/turbines/1581-mbb-messerschmitt-monopteros-m20,MBB Messerschmitt,MBB Messerschmitt Monopteros M20,25,12.5,123,1,15,4.5,19,15,100,induction,,steel tube,900,,800,0,1500,,,,No,Yes
2754,https://en.wind-turbine-models.com/turbines/2754-mbb-messerschmitt-monopteros-m30,MBB Messerschmitt,MBB Messerschmitt Monopteros M30,200,33,855,1,30,5,20,11,41,synchronous permanent or induction,,steel tube,,,,,,,50 Hz,,No,Yes
319,https://en.wind-turbine-models.com/turbines/319-mbb-messerschmitt-monopteros-m50,MBB Messerschmitt,MBB Messerschmitt Monopteros M50,640,56,2043,1,60,4.5,20,11,43,synchronus,,Steel Shell,42000,12500,,2600,,640,50 Hz,,No,Yes
1463,https://en.wind-turbine-models.com/turbines/1463-mhi-vestas-offshore-v112-3-3-mw,MHI Vestas Offshore,MHI Vestas Offshore V112-3.3 MW,3300,112,9852,3,,3,25,12.5,,,,steel tube,157000,,,11900,,,50/60 Hz,,Yes,Yes
1820,https://en.wind-turbine-models.com/turbines/1820-mhi-vestas-offshore-v117-4-2-mw,MHI Vestas Offshore,MHI Vestas Offshore V117-4.2 MW,4200,117,10751,3,84,3,25,12,,,,steel tube,,,,,,,50/60 Hz,,Yes,No
1419,https://en.wind-turbine-models.com/turbines/1419-mhi-vestas-offshore-v164-8-0-mw,MHI Vestas Offshore,MHI Vestas Offshore V164-8.0 MW,8000,164,21164,3,105,4,25,13,12.1,synchronous permanent,,steel tube,390000,,,35000,,30000,50/60 Hz,2015,Yes,Yes
1706,https://en.wind-turbine-models.com/turbines/1706-mhi-vestas-offshore-v164-8-3-mw,MHI Vestas Offshore,MHI Vestas Offshore V164-8.3 MW,8300,164,21124,3,105,4,25,13,12.1,synchronous permanent,,steel tube,390000,,,35000,,66000,50/60 Hz,,Yes,Yes
1819,https://en.wind-turbine-models.com/turbines/1819-mhi-vestas-offshore-v164-8-8-mw,MHI Vestas Offshore,MHI Vestas Offshore V164-8.8 MW,8800,164,21164,3,,4,25,13,12.1,synchronous permanent,,steel tube,,,,,,30000,50/60 Hz,2018,Yes,No
1568,https://en.wind-turbine-models.com/turbines/1568-mhi-vestas-offshore-v164-9-0-mw,MHI Vestas Offshore,MHI Vestas Offshore V164-9.0 MW,9000,164,21164,3,105,,,,12.1,synchronous permanent,,steel tube,390000,,,35000,,30000,50.0 Hz,,Yes,Yes
1605,https://en.wind-turbine-models.com/turbines/1605-mhi-vestas-offshore-v164-9-5-mw,MHI Vestas Offshore,MHI Vestas Offshore V164-9.5 MW,9500,164,21124,3,105,,,,,permanent magnetic,,steel tube,390000,,,35000,,66000,50/60 Hz,,Yes,Yes
1912,https://en.wind-turbine-models.com/turbines/1912-mhi-vestas-offshore-v164-10-0mw,MHI Vestas Offshore,MHI Vestas Offshore V164-10.0MW,10000,164,21124,3,105,,,,,Permanent magnet,,steel tube,390000,,,35000,,66000,50/60 Hz,,Yes,Yes
2138,https://en.wind-turbine-models.com/turbines/2138-mhi-vestas-offshore-v174-9-5,MHI Vestas Offshore,MHI Vestas Offshore V174-9.5,9500,174,23779,3,110,,,,9.9,,,steel tube,390000,,,35000,,,,2020,Yes,Yes
255,https://en.wind-turbine-models.com/turbines/255-micon-m-55-11,Micon,Micon M 55/11,55,16,200,3,18,4,25,15,45,asynkron,,,4500,,6500,,,400,50 Hz,,No,Yes
606,https://en.wind-turbine-models.com/turbines/606-micon-m-65-13-us,Micon,Micon M 65/13/US,65,16,201,3,25,3.5,25,15,48,Asynchronus,,Tubular Steel,5700,,6500,,,480,60 Hz,,No,Yes
562,https://en.wind-turbine-models.com/turbines/562-micon-108,Micon,Micon 108,108,18.9,293,3,23.8,4,30,14,,Asynchronus,,Steel tube,6200,,7200,,,480,60 Hz,,No,Yes
588,https://en.wind-turbine-models.com/turbines/588-micon-108-us,Micon,Micon 108 US,108,18.9,280,3,24.4,4,30,14,31,Asynchronus,,steel plate,6300,3500,7200,900,17000,480,60 Hz,,No,Yes
1304,https://en.wind-turbine-models.com/turbines/1304-micon-m-300-55,Micon,Micon M 300-55,55,19.8,307.9,3,30,,,,,,,,,,,,,,,,No,Yes
1305,https://en.wind-turbine-models.com/turbines/1305-micon-m-300-55,Micon,Micon M 300-55,55,19.8,307.9,3,30,,,,,,,,,,,,,,,,No,Yes
256,https://en.wind-turbine-models.com/turbines/256-micon-m-450,Micon,Micon M 450,200,24,450,3,30,5,25,,41.5,Asynchronus,,24 edged steel plate,9000,4000,12000,,,400,50 Hz,,No,Yes
257,https://en.wind-turbine-models.com/turbines/257-micon-m-530,Micon,Micon M 530,250,26,530,3,30,4,25,14.5,41.5,induction,,24 edged steel plate,8000,4800,13000,,26000,400,50.0 Hz,,No,Yes
727,https://en.wind-turbine-models.com/turbines/727-micon-m-530-175,Micon,Micon M 530-175,175,26,531,3,30,4,26,16,41.5,Asynchronus,,Steel tube,9000,4000,12000,,25000,400,50 Hz,,No,Yes
528,https://en.wind-turbine-models.com/turbines/528-micon-m-570-200,Micon,Micon M 570-200,200,27,570,3,,,,,,,,,,,,,,,,,No,Yes
1093,https://en.wind-turbine-models.com/turbines/1093-micon-m-600-250,Micon,Micon M 600/250,250,27.8,607,3,36,3,25,16,41.5,asynchronous,,steel tube,8000,,24000,800,40000,400,50 Hz,,No,Yes
377,https://en.wind-turbine-models.com/turbines/377-micon-m-700-225,Micon,Micon M 700-225,225,29.8,697,3,30,3,25,15,37.5,Asynchronus,,Steel tube,8000,,24000,800,40000,690,50.0 Hz,,No,Yes
1092,https://en.wind-turbine-models.com/turbines/1092-micon-m-750-250,Micon,Micon M 750/250,250,31,755,3,36,4,25,13,30.5,asynchronous,,steel tube,11000,,24000,1200,45000,400,50.0 Hz,,No,Yes
665,https://en.wind-turbine-models.com/turbines/665-micon-m-750-400,Micon,Micon M 750/400,400,31,750,3,35,3,25,15,35,asynchronous,,Steel tube,10500,,20500,1200,40000,690,50 Hz,,No,Yes
1302,https://en.wind-turbine-models.com/turbines/1302-micon-m-1100-600,Micon,Micon M 1100-600,600,37,1075,3,45,3.5,25,16,27,induction,,steel tube / steel 24 edge,21000,,55000,1800,85000,690,50/60 Hz,,No,Yes
94,https://en.wind-turbine-models.com/turbines/94-micon-m-1500-500,Micon,Micon M 1500-500,500,43,1452,3,40,3,25,13.5,25,Asynchronus,,24-Side,21000,15000,55000,2000,91000,690,50.0 Hz,,No,Yes
385,https://en.wind-turbine-models.com/turbines/385-micon-m-1500-600,Micon,Micon M 1500-600,600,43,1452,3,40,3,25,15.5,27,Asynchronus,,Steel tube,21000,,55000,2000,86000,690,50.0 Hz,,No,Yes
148,https://en.wind-turbine-models.com/turbines/148-micon-m-1500-750,Micon,Micon M 1500-750,750,44,1521,3,40.4,3,25,16,27,asynchronous,,steel 24 edge,22000,13000,33000,2000,68000,690,50 Hz,,No,Yes
419,https://en.wind-turbine-models.com/turbines/419-micon-m-1800-600,Micon,Micon M 1800-600,600,48,1810,3,60,3,25,13,21,Asynchronus,,Steel tube,23500,18000,55000,3100,97000,690,50.0 Hz,,No,Yes
1303,https://en.wind-turbine-models.com/turbines/1303-micon-m-1800-750,Micon,Micon M 1800-750,750,48.2,1824,3,50,4,25,16,22,induction,,steel tube,22000,12000,81000,,115000,690,50 Hz,,No,Yes
1000,https://en.wind-turbine-models.com/turbines/1000-micon-m-2300-1000,Micon,Micon M 2300-1000,1000,54,2290.2,3,60,,,,,,,bolted steel shell tube,,,,,,,,,No,Yes
2510,https://en.wind-turbine-models.com/turbines/2510-mie-wtg-for-research,MIE,MIE wtg for research,30,10,78.5,3,13.4,,,,,,,steel tube,,,,,,,,,No,Yes
2626,https://en.wind-turbine-models.com/turbines/2626-mie-no-2,MIE,MIE No. 2,10,6,28.3,2,,2,25,,,,,,,,,,,,,,No,Yes
2431,https://en.wind-turbine-models.com/turbines/2431-mingyang-my1-5-70-my1500-70,MingYang,MingYang My1.5/70 - MY1500/70,1500,70,3848,3,65,3.5,25,12,24,Doubly-fed induction,,steel tube,,,,,,690,50 Hz,,No,Yes
1926,https://en.wind-turbine-models.com/turbines/1926-mingyang-my1-5-77-my1500-77,MingYang,MingYang My1.5/77 - MY1500/77,1500,77.1,4369,3,65,3,25,11.3,19.5,double fed asynchronous,,steel tube,,,,,,690,50/60 Hz,,No,Yes
42,https://en.wind-turbine-models.com/turbines/42-mingyang-my1-5-82-my1500-82,MingYang,MingYang My1.5/82 - MY1500/82,1500,82.6,5320,3,65,3,25,10.8,19.5,double fed asynchronous,,steel tube,65000,35000,,,,690,50/60 Hz,,No,Yes
1927,https://en.wind-turbine-models.com/turbines/1927-mingyang-my1-5-89-my1500-89,MingYang,MingYang My1.5/89 - MY1500/89,1500,89,6221,3,65,3,25,10,18.3,double fed asynchronous,,steel tube,,,,,,690,50/60 Hz,,No,Yes
2432,https://en.wind-turbine-models.com/turbines/2432-mingyang-my2-0-87-my2000-87,MingYang,MingYang My2.0/87 - MY2000/87,2000,87,5945,3,70,3,25,10.9,19.1,Doubly-fed induction,,steel tube,,,,,,690,50 Hz,,No,Yes
2433,https://en.wind-turbine-models.com/turbines/2433-mingyang-my2-0-93-my2000-93,MingYang,MingYang My2.0/93 - MY2000/93,2000,93,6793,3,80,3,25,10.6,17.3,Doubly-fed induction generator (DFIG),,steel tube,,,,,,690,50 Hz,,No,Yes
2434,https://en.wind-turbine-models.com/turbines/2434-mingyang-my2-0-100-my2000-100,MingYang,MingYang My2.0/100 - MY2000/100,2000,100,7854,3,85,3,25,10,17.3,Doubly-fed induction generator (DFIG),,steel tube,,,,,,690,50 Hz,,No,Yes
2435,https://en.wind-turbine-models.com/turbines/2435-mingyang-my2-0-104-my2000-104,MingYang,MingYang My2.0/104 - MY2000/104,2000,104,8495,3,80,3,25,10.5,15.6,Doubly-fed induction generator (DFIG),,steel tube,,,,,,690,50 Hz,,No,Yes
2436,https://en.wind-turbine-models.com/turbines/2436-mingyang-my2-0-110-my2000-110,MingYang,MingYang My2.0/110 - MY2000/110,2000,110,9503,3,80,3,25,10,14.8,Doubly-fed induction generator (DFIG),,steel tube,,,,,,690,50 Hz,,No,Yes
2437,https://en.wind-turbine-models.com/turbines/2437-mingyang-my2-0-118-my2000-118,MingYang,MingYang My2.0/118 - MY2000/118,2000,118,10936,3,90,3,25,9.5,14.8,Doubly-fed induction generator (DFIG),,steel tube,,,,,,690,50 Hz,,No,Yes
1931,https://en.wind-turbine-models.com/turbines/1931-mingyang-my2-5-92-scd,MingYang,MingYang My2.5-92 SCD,2500,92,6644,2,75,3,25,11,,synchronous permanent,,steel tube,76000,43200,,12600,,850,50/60 Hz,,Yes,Yes
1932,https://en.wind-turbine-models.com/turbines/1932-mingyang-my2-5-100-scd,MingYang,MingYang My2.5-100 SCD,2500,100,7850,2,75,3,25,11,,synchronous permanent,,steel tube,76000,43200,,12600,,850,50/60 Hz,,Yes,Yes
1933,https://en.wind-turbine-models.com/turbines/1933-mingyang-my2-5-108-scd,MingYang,MingYang My2.5-108 SCD,2500,108,9160,2,75,3,25,11,,synchronous permanent,,steel tube,76000,43200,,12600,,850,50/60 Hz,,Yes,Yes
1928,https://en.wind-turbine-models.com/turbines/1928-mingyang-myse2-5-121,MingYang,MingYang MySE2.5-121,2500,121,11499,3,85,3,25,9.5,,,,steel tube,83000,78000,,14000,,,50/60 Hz,,Yes,Yes
78,https://en.wind-turbine-models.com/turbines/78-mingyang-my3-0-108-scd,MingYang,MingYang My3.0-108 SCD,3000,108,9160,2,75,3,25,13,,synchronous permanent,,steel tube,76000,43200,,12600,,850,50/60 Hz,,Yes,Yes
1930,https://en.wind-turbine-models.com/turbines/1930-mingyang-my3-0-92-scd,MingYang,MingYang My3.0-92 SCD,3000,92,6644,2,75,3,25,13,,synchronous permanent,,steel tube,76000,43200,,12600,,850,50/60 Hz,,Yes,Yes
1929,https://en.wind-turbine-models.com/turbines/1929-mingyang-my3-0-100-scd,MingYang,MingYang My3.0-100 SCD,3000,100,7850,2,75,3,25,13,,synchronous permanent,,steel tube,76000,43200,,12600,,850,50/60 Hz,,Yes,Yes
1914,https://en.wind-turbine-models.com/turbines/1914-mingyang-myse3-0-112,MingYang,MingYang MySE3.0-112,3000,112,9852,3,85,3,25,11,,synchronous,,steel tube,83000,78000,,14000,,,50/60 Hz,,Yes,Yes
1915,https://en.wind-turbine-models.com/turbines/1915-mingyang-myse3-0-121,MingYang,MingYang MySE3.0-121,3000,121,11499,3,85,3,25,10,,synchronous,,steel tube,83000,78000,,14000,,,50/60 Hz,,Yes,Yes
1916,https://en.wind-turbine-models.com/turbines/1916-mingyang-myse3-0-135,MingYang,MingYang MySE3.0-135,3000,135,14314,3,85,3,20,10.1,,permanent magnet synchronous,,steel tube / hybrid,85000,87000,,15800,,690,50/60 Hz,,Yes,Yes
1917,https://en.wind-turbine-models.com/turbines/1917-mingyang-myse3-2-145,MingYang,MingYang MySE3.2-145,3200,145,16513,3,85,2.5,20,9.2,,synchronous,,steel tube,104000,104000,,19000,,,50/60 Hz,,Yes,Yes
1918,https://en.wind-turbine-models.com/turbines/1918-mingyang-myse3-6-135,MingYang,MingYang MySE3.6-135,3600,135,14314,3,85,3,20,9.8,,synchronous,,steel tube,85000,88500,,16800,,,50/60 Hz,,Yes,Yes
2429,https://en.wind-turbine-models.com/turbines/2429-mingyang-myse4-0-145,MingYang,MingYang MySE4.0-145,4000,145,16505,3,90,2.5,25,9.7,12,permanent magnet synchronous,,steel tube / hybrid,99000,145000,,19700,,690,50 Hz,,No,No
2430,https://en.wind-turbine-models.com/turbines/2430-mingyang-myse4-0-156,MingYang,MingYang MySE4.0-156,4000,156,19113,3,90,2.5,20,9.7,11,permanent magnet synchronous,,steel tube / hybrid,99000,156000,,19800,,690,50 Hz,,No,Yes
1920,https://en.wind-turbine-models.com/turbines/1920-mingyang-myse5-0-166,MingYang,MingYang MySE5.0-166,5000,166,21642,3,100,2.5,25,10.1,10.1,permanent magnet synchronous,,steel tube / hybrid,128600,108800,,20100,,690,50/60 Hz,,No,Yes
2659,https://en.wind-turbine-models.com/turbines/2659-mingyang-myse5-5-145,MingYang,MingYang MySE5.5-145,5500,145,16513,3,100,2.5,25,11,,permanent magnet synchronous,,steel tube / hybrid,,,,,,1380,50/60 Hz,,No,Yes
1919,https://en.wind-turbine-models.com/turbines/1919-mingyang-myse5-5-155-offshore,MingYang,MingYang MySE5.5-155 Offshore,5500,155,18869,3,103,3,25,10.1,12,permanent magnet synchronous,,steel tube with jacket / monopile and pile cap,230000,201000,,36000,,690,50 Hz,,Yes,Yes
315,https://en.wind-turbine-models.com/turbines/315-mingyang-my6-0-140-scd,MingYang,MingYang My6.0-140 SCD,6000,140,15394,2,100,3,22,,,PMG Synchronus,,,205000,,,,,,,,Yes,Yes
2660,https://en.wind-turbine-models.com/turbines/2660-mingyang-myse6-25-172,MingYang,MingYang MySE6.25-172,6250,172,23235,3,100,2.5,25,10.5,,permanent magnet synchronous,,steel tube / hybrid,,,,,,1380,50/60 Hz,,No,Yes
2748,https://en.wind-turbine-models.com/turbines/2748-mingyang-myse6-25-182,MingYang,MingYang MySE6.25-182,6250,182,26016,3,110,,,,,DFIG,,steel tube / hydrid concrete*,,,,,,,50 Hz,,No,Yes
2428,https://en.wind-turbine-models.com/turbines/2428-mingyang-myse6-45-180-offshore,MingYang,MingYang MySE6.45-180 Offshore,6450,180,25447,3,114,3,25,9,10.8,permanent magnet synchronous,,steel tube with jacket / monopile and pile cap,247000,184000,,31000,,710,50 Hz,,Yes,Yes
1910,https://en.wind-turbine-models.com/turbines/1910-mingyang-myse7-0-158,MingYang,MingYang MySE7.0-158,7000,158,19607,3,100,3,30,11.1,12,permanent magnet synchronous,,steel tube with jacket / monopile and pile cap,254000,201000,,36000,,690,50 Hz,,Yes,Yes
2426,https://en.wind-turbine-models.com/turbines/2426-mingyang-myse7-25-158-offshore,MingYang,MingYang MySE7.25-158 Offshore,7250,158,19607,3,105,3,25,10,11.9,permanent magnet synchronous,,steel tube with jacket / monopile and pile cap,254000,201000,,36000,,690,50 Hz,,Yes,Yes
2665,https://en.wind-turbine-models.com/turbines/2665-mingyang-myse7-5-182,MingYang,MingYang MySE7.5-182,7500,182,26016,3,110,3,25,13.7,,Doubly-fed induction generator (DFIG),,steel tube / hybrid,,,,,,1140,50/60 Hz,,No,Yes
2664,https://en.wind-turbine-models.com/turbines/2664-mingyang-myse8-0-182,MingYang,MingYang MySE8.0-182,8000,182,26016,3,110,3,25,14,,Doubly-fed induction generator (DFIG),,steel tube / hybrid,,,,,,1140,50/60 Hz,,No,Yes
2427,https://en.wind-turbine-models.com/turbines/2427-mingyang-myse8-3-180-offshore,MingYang,MingYang MySE8.3-180 Offshore,8300,180,25447,3,100.5,3,25,9,10.8,permanent magnet synchronous,,steel tube with jacket / monopile and pile cap,276000,184000,,31000,,1140,50 Hz,,Yes,Yes
2749,https://en.wind-turbine-models.com/turbines/2749-mingyang-myse8-5-230-offshore,MingYang,MingYang MySE8.5-230 Offshore,8500,230,41548,3,130,3,25,7,,double-fed technology,,steel tube,,,,,,,50 / 60 Hz,,Yes,No
2663,https://en.wind-turbine-models.com/turbines/2663-mingyang-myse9-0-210,MingYang,MingYang MySE9.0-210,9000,210,34636,3,110,3,25,11.5,,Doubly-fed induction generator (DFIG),,steel tube / hybrid,,,,,,1140,50/60 Hz,,No,Yes
2653,https://en.wind-turbine-models.com/turbines/2653-mingyang-myse9-0-230-offshore,MingYang,MingYang MySE9.0-230 Offshore,9000,230,41548,3,126,3,25,7.5,,double-fed technology,,steel tube,,,,,,,,,Yes,Yes
2662,https://en.wind-turbine-models.com/turbines/2662-mingyang-myse10-210,MingYang,MingYang MySE10-210,10000,210,34636,3,120,3,25,13.5,,Doubly-fed induction generator (DFIG),,steel tube / hybrid,,,,,,1140,50/60 Hz,,No,Yes
2661,https://en.wind-turbine-models.com/turbines/2661-mingyang-myse10-233,MingYang,MingYang MySE10-233,10000,233,42638,3,120,3,25,13.5,,Doubly-fed induction generator (DFIG),,steel tube / hybrid,,,,,,1140,50/60 Hz,,No,Yes
2655,https://en.wind-turbine-models.com/turbines/2655-mingyang-myse10-242-offshore,MingYang,MingYang MySE10-242 Offshore,10000,242,45996,3,131.7,3,25,7.5,,,,,,,,,,,,,Yes,No
2286,https://en.wind-turbine-models.com/turbines/2286-mingyang-myse11-230-offshore,MingYang,MingYang MySE11-230 Offshore,11000,230,41584,3,126,3,25,8.5,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,Yes,No
2656,https://en.wind-turbine-models.com/turbines/2656-mingyang-myse12-242-offshore,MingYang,MingYang MySE12-242 Offshore,12000,242,45996,3,132,3,25,8.5,,,,,,,,,,,,,Yes,No
2657,https://en.wind-turbine-models.com/turbines/2657-mingyang-myse14-260-offshore,MingYang,MingYang MySE14-260 Offshore,14000,260,53093,3,155,3,25,9.5,,,,,,,,,,,,,Yes,No
2338,https://en.wind-turbine-models.com/turbines/2338-mingyang-myse16-0-242,MingYang,MingYang MySE16.0-242,16000,242,46000,3,,,,,,,,steel tube,592000,,,,,,,2022,Yes,Yes
2641,https://en.wind-turbine-models.com/turbines/2641-mingyang-myse16-6-t-182-oceanx-offshore,MingYang,MingYang MySE16.6(T)-182 OceanX Offshore,16600,182,52031,6,113.5,3,25,8.5,,permanent magnet synchronous,,steel tube,276000,184000,,31000,15000000,1140,50 Hz,2024,Yes,No
2658,https://en.wind-turbine-models.com/turbines/2658-mingyang-myse18-260-offshore,MingYang,MingYang MySE18-260 Offshore,18000,260,53066,3,175,3,30,10,,,,,,,,,,,,,Yes,No
2765,https://en.wind-turbine-models.com/turbines/2765-mingyang-myse18-292,MingYang,MingYang MySE18-292,18000,292,67000,3,,,,,,permanent magnet drive generator (PMG),,steel tube,800000,,,,,,,2024,Yes,Yes
2750,https://en.wind-turbine-models.com/turbines/2750-mingyang-myse18-5-260-offshore,MingYang,MingYang MySE18.5-260 Offshore,18500,260,53066,3,145,3,30,8,,,,steel tube,,,,,,,50 / 60 Hz,,Yes,No
2654,https://en.wind-turbine-models.com/turbines/2654-mingyang-myse24-290-offshore,MingYang,MingYang MySE24-290 Offshore,24000,290,66052,3,,,,,,,,,,,,,,,,,Yes,No
918,https://en.wind-turbine-models.com/turbines/918-ecovent-15kw,Ecovent,Ecovent 15kW,15,8.4,55,3,17.6,2.5,25,10,90,Asynchron,,Rohrmast,700,100,2100,,2900,,50.0 Hz,,No,Yes
595,https://en.wind-turbine-models.com/turbines/595-mitsubishi-mwt-167-7-0-sea-angel,Mitsubishi,Mitsubishi MWT-167/7.0 Sea Angel,7000,167,21900,3,,,,,,Synchronous,,,,,,,,,,,Yes,No
899,https://en.wind-turbine-models.com/turbines/899-mitsubishi-mwt-40,Mitsubishi,Mitsubishi MWT-40,40,,,,,,,,,,,,,,,,,,,1980,No,Yes
2681,https://en.wind-turbine-models.com/turbines/2681-mitsubishi-mwt-56-1000,Mitsubishi,Mitsubishi MWT-56/1000,1000,56,2463,3,60,3,24,13,21,induction,,steel tube,,,,,,550,50/60 Hz,1999,No,Yes
589,https://en.wind-turbine-models.com/turbines/589-mitsubishi-mwt-62-1000a,Mitsubishi,Mitsubishi MWT-62/1000A,1000,61.4,2960,3,50,3,25,12.5,19.8,induction,,tapered monopile,75000,,94000,,169000,600,60 Hz,,No,Yes
898,https://en.wind-turbine-models.com/turbines/898-mitsubishi-mwt-92-2-3,Mitsubishi,Mitsubishi MWT-92/2.3,2300,92,6648,3,80,3,25,12.5,16.9,Double Fed Asyn,,Steel tube,,,,,,690,50/60 Hz,,No,Yes
897,https://en.wind-turbine-models.com/turbines/897-mitsubishi-mwt-92-2-4,Mitsubishi,Mitsubishi MWT-92/2.4,2400,92,6648,3,80,3,25,12.5,16.9,Double Fed Asyn,,Steel tube,,,,,,690,50/60 Hz,,No,Yes
359,https://en.wind-turbine-models.com/turbines/359-mitsubishi-mwt-95-2-4,Mitsubishi,Mitsubishi MWT-95/2.4,2400,95,7088,3,80,3,25,12.5,16.9,Double Fed Asyn,,Steel tube,,,,,,690,50/60 Hz,,No,Yes
896,https://en.wind-turbine-models.com/turbines/896-mitsubishi-mwt-100-2-4,Mitsubishi,Mitsubishi MWT-100/2.4,2400,100,7854,3,80,3,25,12,16.9,Double Fed Asyn,,Steel tube,,,,,,690,50/60 Hz,,No,Yes
895,https://en.wind-turbine-models.com/turbines/895-mitsubishi-mwt-102-2-4,Mitsubishi,Mitsubishi MWT-102/2.4,2400,102,8171,3,80,3,25,11.5,16.9,Double Fed Asyn,,Steel tube,,,,,,690,50/60 Hz,,Yes,Yes
308,https://en.wind-turbine-models.com/turbines/308-mitsubishi-mwt-250,Mitsubishi,Mitsubishi MWT-250,250,25,490.9,3,25,4,24,13.2,48,induction,,Steel tube,,,,,,480,60 Hz,,No,Yes
900,https://en.wind-turbine-models.com/turbines/900-mitsubishi-mwt-250c,Mitsubishi,Mitsubishi MWT-250C,275,28,616,3,30.5,5,24,12.9,48,induction,,Steel tube,,,,,,480,60.0 Hz,,No,Yes
901,https://en.wind-turbine-models.com/turbines/901-mitsubishi-mwt-250g,Mitsubishi,Mitsubishi MWT-250G,300,29,661,3,30,4.5,24,14.4,47,induction,,Steel tube,17900,,17700,1000,41600,690,50.0 Hz,,No,Yes
2642,https://en.wind-turbine-models.com/turbines/2642-mitsubishi-mwt-250s,Mitsubishi,Mitsubishi MWT-250S,250,28,616,3,30,3,24,12.9,48,synchronous permanent,,steel tube,,,,,,480,60 Hz,,No,Yes
2505,https://en.wind-turbine-models.com/turbines/2505-mitsubishi-mwt-300g,Mitsubishi,Mitsubishi MWT-300G,300,30,706.8,3,41.5,3,24,13.5,28.6,induction,,steel tube,17000,3000,19000,1000,39000,,50/60 Hz,,No,Yes
902,https://en.wind-turbine-models.com/turbines/902-mitsubishi-mwt-300s,Mitsubishi,Mitsubishi MWT-300S,300,30,707,3,30,2.5,25,14.5,46,Synchronous permanent,,Steel tube,,,,,,690,50/60 Hz,1982,No,Yes
903,https://en.wind-turbine-models.com/turbines/903-mitsubishi-mwt-450,Mitsubishi,Mitsubishi MWT-450,450,41,1320,3,40,4.5,24,12.5,25,induction,,steel tube,24000,,26000,1700,58000,550,50/60 Hz,,No,Yes
598,https://en.wind-turbine-models.com/turbines/598-mitsubishi-mwt-500,Mitsubishi,Mitsubishi MWT-500,500,41,1320,3,50,4.5,24,12.5,25,induction,,taper monopole,32000,,28000,,60000,550,50 Hz,,No,Yes
