id,url,manufacturer,model,rated_power_kw,rotor_diameter_m,rotor_area_m2,num_blades,hub_height_m,cut_in_wind_speed_ms,cut_out_wind_speed_ms,rated_wind_speed_ms,rotor_speed_rpm,generator_type,gearbox_type,tower_type,nacelle_weight_kg,rotor_weight_kg,tower_weight_kg,blade_weight_kg,total_weight_kg,voltage_v,frequency_hz,installation,offshore,onshore
542,https://en.wind-turbine-models.com/turbines/542-dwp-d90-19,DWP,DWP D90/19,90,19,284,3,24,4,30,,50,induction,,Steel tube,,,,,,480,,,No,Yes
1388,https://en.wind-turbine-models.com/turbines/1388-dwp-d110-19,DWP,DWP D110/19,110,19.2,289,3,24,4,30,18,45,induction,,steel tube / lattice,6300,2600,8200,,17100,480,60 Hz,,No,Yes
543,https://en.wind-turbine-models.com/turbines/543-dwp-d150-22,DWP,DWP D150/22,150,22.2,387,3,24,4,25,,42,induction,,steel tube,,,,,,480,,,No,Yes
544,https://en.wind-turbine-models.com/turbines/544-dwp-d150-24,DWP,DWP D150/24,150,23.6,437,3,24,4,25,,40,induction,,steel tube,,,,,,480,,,No,Yes
545,https://en.wind-turbine-models.com/turbines/545-dwp-d175-24,DWP,DWP D175/24,175,23.6,437,3,24,4,25,,40,induction,,steel tube,,,,,,480,,,No,Yes
2169,https://en.wind-turbine-models.com/turbines/2169-dwp-d300-28,DWP,DWP D300/28,300,28,616,3,,,,,,induction,,steel tube,,,,,,480,,,No,Yes
1391,https://en.wind-turbine-models.com/turbines/1391-dwt-danish-wind-tech-windane-5,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 5,4,5,19.6,2,12,4.5,,11.5,,induction,,steel tube,,,,,,380,50 Hz,,No,Yes
1368,https://en.wind-turbine-models.com/turbines/1368-dwt-danish-wind-tech-windane-9,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 9,15,9,69.4,2,18.6,4,25,17,101,induction or synchronous,,Guyed. tubular steel tower,700,300,1500,,2400,380,36/50/60 Hz,1983,No,Yes
1390,https://en.wind-turbine-models.com/turbines/1390-dwt-danish-wind-tech-windane-10,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 10,18.5,9.6,72.4,2,18.6,4.5,,14,120,synchronous,,Guyed. tubular steel tower,300,300,1500,,2400,380,50/60 Hz,,No,Yes
1369,https://en.wind-turbine-models.com/turbines/1369-dwt-danish-wind-tech-windane-12,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 12,18.5,12,113.1,2,18.6,4.5,,12.5,83,induction,,steel tube guyed,,,,,,380,50 Hz,1984,No,Yes
1389,https://en.wind-turbine-models.com/turbines/1389-dwt-danish-wind-tech-windane-29,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 29,265,29.3,674,3,29,5.5,25,13.5,42,induction,,steel tube,11500,8500,,1500,,480,50 Hz,1982,No,Yes
1370,https://en.wind-turbine-models.com/turbines/1370-dwt-danish-wind-tech-windane-31,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 31,300,30.8,745,3,32,6,25,13.5,42,induction,,steel tube,14500,9700,54300,1500,78500,480,50/60 Hz,1985,No,Yes
194,https://en.wind-turbine-models.com/turbines/194-dwt-danish-wind-tech-windane-34,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 34,400,34,908,3,32,5.5,25,14,35,induction,,stepped tubular,14500,9700,17700,2000,41900,660,50.0 Hz,,No,Yes
567,https://en.wind-turbine-models.com/turbines/567-dwt-danish-wind-tech-windane-34-us,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 34 US,400,34.8,951,3,32,5,25,13,38,induction,,tubular steel,10300,8000,18000,1600,36300,660,60.0 Hz,,No,Yes
1367,https://en.wind-turbine-models.com/turbines/1367-dwt-danish-wind-tech-windane-40,DWT Danish Wind Tech,DWT Danish Wind Tech Windane 40,750,40,1256.6,3,45,5,25,14.5,32,induction,,concrete,51000,19000,47000,2700,117000,6600,50.0 Hz,1987,No,Yes
1393,https://en.wind-turbine-models.com/turbines/1393-danish-wind-turbines-22-kw,Danish Wind Turbines,Danish Wind Turbines 22 kW,22,10.7,90,3,12,,,,73,induction,,sturdy lattice mast,,,,,,380,50 Hz,,No,Yes
1396,https://en.wind-turbine-models.com/turbines/1396-danish-wind-turbines-33-kw,Danish Wind Turbines,Danish Wind Turbines 33 kW,33,10.7,90,3,12,,,,80,induction,,sturdy lattice mast,,,,,,440,60.0 Hz,,No,Yes
1394,https://en.wind-turbine-models.com/turbines/1394-danish-wind-turbines-60-kw,Danish Wind Turbines,Danish Wind Turbines 60 kW,60,16.3,208,3,18,,,,47,induction,,sturdy lattice mast,,,,,,380,50 Hz,,No,Yes
314,https://en.wind-turbine-models.com/turbines/314-danish-wind-turbines-75-kw-lolland,Danish Wind Turbines,Danish Wind Turbines 75 kW Lolland,75,15.3,184,3,18,,,,49,induction,,sturdy lattice mast,,,,,,440,60.0 Hz,,No,Yes
1395,https://en.wind-turbine-models.com/turbines/1395-danish-wind-turbines-100-kw,Danish Wind Turbines,Danish Wind Turbines 100 kW,100,20.6,333,3,18,,,,36,induction,,sturdy lattice mast,,,,,,380,50.0 Hz,,No,Yes
1397,https://en.wind-turbine-models.com/turbines/1397-danish-wind-turbines-120-kw,Danish Wind Turbines,Danish Wind Turbines 120 kW,120,20.6,333,3,18,,,,39,induction,,sturdy lattice mast,,,,,,440,60.0 Hz,,No,Yes
231,https://en.wind-turbine-models.com/turbines/231-danmark-11,DANmark,DANmark 11,22,11,95,3,,,,,,,,Lattice,,,,,,,,,No,Yes
232,https://en.wind-turbine-models.com/turbines/232-danmark-17,DANmark,DANmark 17,75,17,227,3,24,,,,50,Asynchronous,,Lattice,,,,,,,50 Hz,,No,Yes
233,https://en.wind-turbine-models.com/turbines/233-danmark-27,DANmark,DANmark 27,150,27,573,3,30,,,,,,,steel tube,,,,,,,,,No,Yes
999,https://en.wind-turbine-models.com/turbines/999-danmark-dk-36-500,DANmark,DANmark DK 36-500,525,36,1018,3,41,4,25,16,31,Asynchronus,,Steel tube,24000,7800,26000,1600,58000,400,50 Hz,,No,Yes
2364,https://en.wind-turbine-models.com/turbines/2364-danregn-bonus-22,DANREGN,DANREGN Bonus 22,22,10,78.5,3,18,3,28,13,,induction 22/5.5kW,,steel tube,,,,,,400,50 Hz,1979,No,Yes
185,https://en.wind-turbine-models.com/turbines/185-danregn-bonus-30,DANREGN,DANREGN Bonus 30,30,11,95,3,18,4,25,18,,induction 30/5.5kW,,steel tube,,,,,,400,50 Hz,1980,No,Yes
184,https://en.wind-turbine-models.com/turbines/184-danregn-bonus-55,DANREGN,DANREGN Bonus 55,55,16.2,207,3,24,3,28,13,,induction 55/11kW 6pol,,steel tube,,,,,,415,50 Hz,1982,No,Yes
591,https://en.wind-turbine-models.com/turbines/591-danregn-bonus-65,DANREGN,DANREGN Bonus 65,65,15.2,181,3,24,3,28,13,,induction 65/13kW 6pol,,steel tube,,,,,,400,60 Hz,1982,No,Yes
186,https://en.wind-turbine-models.com/turbines/186-danregn-bonus-95,DANREGN,DANREGN Bonus 95,95,19.4,296,3,24.5,3,28,13,,induction 95/20kW 6pol,,steel tube / lattice / tripod,,,,,,415,50 Hz,1985,No,Yes
2363,https://en.wind-turbine-models.com/turbines/2363-danregn-bonus-100,DANREGN,DANREGN Bonus 100,100,19.4,296,3,24.5,3,28,12,,induction 100/18KW,,lattice / three legged steel mast,,,,,,400,50 Hz,,No,Yes
2365,https://en.wind-turbine-models.com/turbines/2365-dansk-vindkraft-indu-giromil-dvi-15-2,Dansk Vindkraft Indu,Dansk Vindkraft Indu GIROMIL DVI 15/2,15,9,49,3,9.95,5,25,14,50,induction,,steel tube,,,,,4500,380,,1979,No,Yes
221,https://en.wind-turbine-models.com/turbines/221-danwin-danwin-23,Danwin,Danwin Danwin 23,180,23.2,423,3,30,5,25,13,42.8,induction,,steel tube,5900,3000,10400,700,19300,400,50.0 Hz,,No,Yes
599,https://en.wind-turbine-models.com/turbines/599-danwin-danwin-23-160,Danwin,Danwin Danwin 23/160,160,23,415,3,22.5,4,25,13,42,Asynchronus,,Steel tube,7500,5000,13000,,25500,480,60 Hz,,No,Yes
222,https://en.wind-turbine-models.com/turbines/222-danwin-danwin-24-150,Danwin,Danwin Danwin 24/150,150,24,452,3,30,3,25,14,,double. induction with 4 and 6 poles,,steel tube,,,,700,,690,50/60 Hz,1988,No,Yes
1470,https://en.wind-turbine-models.com/turbines/1470-danwin-danwin-24-180,Danwin,Danwin Danwin 24/180,180,24,452,3,30,4,25,12,40,induction,,steel tube,5900,3000,10400,700,19700,400,50 Hz,,No,Yes
223,https://en.wind-turbine-models.com/turbines/223-danwin-danwin-24-200,Danwin,Danwin Danwin 24/200,200,24,453,3,30,4,25,,,induction,,steel tube,7600,,13300,,,690,50 Hz,,No,Yes
1642,https://en.wind-turbine-models.com/turbines/1642-danwin-danwin-27-225,Danwin,Danwin Danwin 27/225,225,27,573,3,30,4,25,14,37.8,induction,,steel tube,7600,3500,13300,800,25000,400,50 Hz,,No,Yes
568,https://en.wind-turbine-models.com/turbines/568-ddis-ddis60,DDIS,DDIS DDIS60,800,60,2830,3,50,3,20,10.3,26.6,Synchronous permanent,,Steel tube,25000,20000,,,,690,50.0 Hz,,No,Yes
705,https://en.wind-turbine-models.com/turbines/705-deimoswind-dt-2160,DeimosWind,DeimosWind DT 2160,60,21.5,362,3,30,3,25,8.5,48,Asynchronous,,Metal,3500,1500,8500,400,13500,400,50/60 Hz,,No,Yes
702,https://en.wind-turbine-models.com/turbines/702-deimoswind-dt-2169,DeimosWind,DeimosWind DT 2169,60,21.5,362,3,30,3.2,25,8.5,48,Asynchronous,,Metal,3500,1500,8500,400,13500,400,50/60 Hz,,No,Yes
1978,https://en.wind-turbine-models.com/turbines/1978-delta-energy-delta-150,Delta Energy,Delta Energy Delta 150,150,,,,,,,,,induction,,steel tube,,,,,,480,,,No,Yes
2351,https://en.wind-turbine-models.com/turbines/2351-dencon-80-17,Dencon,Dencon 80/17,80,17,227,3,23,3,23,12,48.4,induction,,steel tube / lattice,,1200,7000,300,,415,50 Hz,,No,Yes
2350,https://en.wind-turbine-models.com/turbines/2350-dencon-95-17,Dencon,Dencon 95/17,95,17,227,3,23,3,23,12,48.4,induction,,steel tube,,1200,3500,300,,480,60 Hz,,No,Yes
1876,https://en.wind-turbine-models.com/turbines/1876-dencon-tornado-200-26,Dencon,Dencon Tornado 200/26,200,25.5,510,3,31.5,3,25,12,34,induction,,steel tube / lattice,,,10300,1400,,415,50 Hz,,No,Yes
180,https://en.wind-turbine-models.com/turbines/180-dencon-tornado-250-26,Dencon,Dencon Tornado 250/26,250,25.5,531,3,31.5,3,25,12,34,induction,,steel tube,,4900,,1400,,400,50/60 Hz,,No,Yes
796,https://en.wind-turbine-models.com/turbines/796-desa-a300,DESA,DESA A300,300,30,755,3,30,5,25,12,43.2,Asynchronus,,Steel tube,12800,,14500,,,660,50 Hz,,No,Yes
797,https://en.wind-turbine-models.com/turbines/797-desa-a600,DESA,DESA A600,600,,,,,,,,,,,,,,,,,,,,No,Yes
974,https://en.wind-turbine-models.com/turbines/974-desconocido-desconocido,desconocido,desconocido desconocido,,,,,,,,,,,,,,,,,,,,,No,Yes
429,https://en.wind-turbine-models.com/turbines/429-dfvlr-debra-25,DFVLR,DFVLR DEBRA-25,100,25,491,3,22,,,,50,Asynchronus,,Steel tube,,,,300,,690,50 Hz,1988,No,Yes
413,https://en.wind-turbine-models.com/turbines/413-dewind-d4-41-500,DeWind,DeWind D4 41/500,500,41,1320,3,55,2.5,25,13,30,Asynchronus,,Steel tube,24000,,50000,1700,,690,50 Hz,,No,Yes
731,https://en.wind-turbine-models.com/turbines/731-dewind-d4-46-600,DeWind,DeWind D4 46/600,600,46,1661.9,3,55,2.5,19,11.5,29.2,Asynchronus,,Steel tube,24000,11500,63000,3000,98500,690,50 Hz,1998,No,Yes
388,https://en.wind-turbine-models.com/turbines/388-dewind-d4-48-600,DeWind,DeWind D4 48/600,600,48,1808,3,60,2.5,19,11.5,29.2,Double Fed Asyn,,Steel tube,24000,11500,63000,2000,100000,690,50.0 Hz,,No,Yes
4,https://en.wind-turbine-models.com/turbines/4-dewind-d6-62-1250,DeWind,DeWind D6 62/1250,1250,62.3,3019,3,65.6,2.8,25,12.5,26.1,Double Fed Asyn,,Steel tube,44000,30000,72000,,,690,50 Hz,,No,Yes
252,https://en.wind-turbine-models.com/turbines/252-dewind-d6-62-1000,DeWind,DeWind D6 62/1000,1000,62,3019,3,68.5,2.5,23,11.5,25.2,Double Fed Asyn,,Steel tube,44000,30000,120000,6000,194000,690,50 Hz,1999,No,Yes
399,https://en.wind-turbine-models.com/turbines/399-dewind-d6-64-1250,DeWind,DeWind D6 64/1250,1250,64.3,3217,3,68,2.5,25,12.3,24.8,Double Fed Asyn,,Steel tube,44000,30000,116000,,,690,50 Hz,,No,Yes
1010,https://en.wind-turbine-models.com/turbines/1010-dewind-d8,DeWind,DeWind D8,2000,80,5027,3,80,3,25,13.5,20.7,doubly fed induction,,steel tube,65000,35000,160000,,260000,690,50 Hz,,No,Yes
85,https://en.wind-turbine-models.com/turbines/85-dewind-d8-2-windrive,DeWind,DeWind D8.2 WinDrive®,2000,80,5026,,100,4.9,25,15,18,,,steel tubular,73000,,155000,,,10,,,No,Yes
910,https://en.wind-turbine-models.com/turbines/910-dewind-d9-1,DeWind,DeWind D9.1,2000,93,6792.9,3,80,3,25,12,15.7,Synchronous permanent,,Stahlrohrturm,73000,,,8500,185000,690,50/60 Hz,,No,Yes
911,https://en.wind-turbine-models.com/turbines/911-dewind-d9-2-windrive,DeWind,DeWind D9.2 WinDrive®,2000,93,6792.9,3,80,4.9,25,12,16.3,synochron. 4Pole / 2.2 MVA starr,,Stahlrohrturm,,,,,,13800,60 Hz,,No,Yes
1176,https://en.wind-turbine-models.com/turbines/1176-dima-dw-44-500-53,DIMA,DIMA DW 44-500/53,500,44,1530,2,52,4,25,12.4,33.8,induction,,steel tube,20100,,56300,,,690,50 Hz,,No,Yes
1407,https://en.wind-turbine-models.com/turbines/1407-directtech-windtracker-20,DIRECTTECH,DIRECTTECH WINDTRACKER 20,20,10,20,6,10,2,25,17,,synchronous permanent,,steel tube,,,,,,230,50 Hz,,No,Yes
2739,https://en.wind-turbine-models.com/turbines/2739-dms-dms,DMS,DMS DMS,1000,60,2827,3,60,3,25,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2764,https://en.wind-turbine-models.com/turbines/2764-dongfang-h26mw-310s,Dongfang,Dongfang H26MW-310S,26000,310,77000,3,185,,,,,,,steel tube,,,,,,,,2025,Yes,Yes
2204,https://en.wind-turbine-models.com/turbines/2204-dongfang-df70-1500-direct-drive,Dongfang,Dongfang DF70-1500 direct drive,1500,70,3848,3,65,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2220,https://en.wind-turbine-models.com/turbines/2220-dongfang-fd70-1500-geared,Dongfang,Dongfang FD70-1500 geared,1500,70,3850,3,65,3.5,25,11.5,19,double fed induction,,steel tube,,,,,,690,50/60 Hz,,No,Yes
2205,https://en.wind-turbine-models.com/turbines/2205-dongfang-df77-1500-direct-drive,Dongfang,Dongfang DF77-1500 direct drive,1500,77,4657,3,65,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2221,https://en.wind-turbine-models.com/turbines/2221-dongfang-fd77-1500-geared,Dongfang,Dongfang FD77-1500 geared,1500,77,4657,3,65,3.5,25,11.5,17.3,double fed induction,,steel tube,55000,31500,,5500,,690,50/60 Hz,,No,Yes
2198,https://en.wind-turbine-models.com/turbines/2198-dongfang-df82-1500-direct-drive,Dongfang,Dongfang DF82-1500 direct drive,1500,82,5281,3,70,3,25,10.5,,synchron,,steel tube,,,,,,,50/60 Hz,,No,Yes
2222,https://en.wind-turbine-models.com/turbines/2222-dongfang-fd82-1500-geared,Dongfang,Dongfang FD82-1500 geared,1500,82,5281,3,70,3,25,10.5,,double fed induction,,steel tube,,,,,,690,50 Hz,,No,Yes
2199,https://en.wind-turbine-models.com/turbines/2199-dongfang-df87-1500-direct-drive,Dongfang,Dongfang DF87-1500 direct drive,1500,87,5945,3,70,3,22,10,,synchron,,steel tube,,,,,,,50/60 Hz,,No,Yes
2223,https://en.wind-turbine-models.com/turbines/2223-dongfang-fd87-1500-geared,Dongfang,Dongfang FD87-1500 geared,1500,87,5945,3,70,3,25,10,,double fed induction,,steel tube,,,,,,690,50 Hz,,No,Yes
2227,https://en.wind-turbine-models.com/turbines/2227-dongfang-fd87-2000-geared,Dongfang,Dongfang FD87-2000 geared,2000,87,5945,3,69,3.5,25,11,,double fed induction,,steel tube,,,,,,690,50 Hz,,No,Yes
2224,https://en.wind-turbine-models.com/turbines/2224-dongfang-fd89-1500-geared,Dongfang,Dongfang FD89-1500 geared,1500,89,6221,3,70,3,20,10,,double fed induction,,steel tube,,,,,,690,50 Hz,,No,Yes
2200,https://en.wind-turbine-models.com/turbines/2200-dongfang-df93-1500-direct-drive,Dongfang,Dongfang DF93-1500 direct drive,1500,93,6793,3,70,3,22,10,,synchron,,steel tube,,,,,,,50/60 Hz,,No,Yes
2225,https://en.wind-turbine-models.com/turbines/2225-dongfang-fd93-1500-geared,Dongfang,Dongfang FD93-1500 geared,1500,93,6793,3,69,3,20,9.5,15,double fed induction,,steel tube,,,,,,690,50 Hz,,No,Yes
2226,https://en.wind-turbine-models.com/turbines/2226-dongfang-fd93-2000-geared,Dongfang,Dongfang FD93-2000 geared,2000,93,6793,3,69,3,25,11,15,double fed induction,,steel tube,,,,,,690,50 Hz,,No,Yes
2201,https://en.wind-turbine-models.com/turbines/2201-dongfang-d2500-103-df103-2500-direct-drive,Dongfang,Dongfang D2500-103 / DF103-2500 direct drive,2500,103,8332,3,80,3,25,11,,synchron,,steel tube,,,,,,,50/60 Hz,,No,Yes
2202,https://en.wind-turbine-models.com/turbines/2202-dongfang-d2500-110-df110-2500-direct-drive,Dongfang,Dongfang D2500-110 / DF110-2500 direct drive,2500,110,9503,3,80,3,25,10.5,,synchron,,steel tube,,,,,,,50/60 Hz,,No,Yes
2203,https://en.wind-turbine-models.com/turbines/2203-dongfang-d2500-121-df121-2500-direct-drive,Dongfang,Dongfang D2500-121 / DF121-2500 direct drive,2500,121,11499,3,90,3,22,9.5,,synchron,,steel tube,,,,,,,50/60 Hz,,No,Yes
2228,https://en.wind-turbine-models.com/turbines/2228-dongfang-g2000-108-fd108-2000-geared,Dongfang,Dongfang G2000-108 / FD108-2000 geared,2000,108,9161,3,85,3,25,9.5,,double fed induction,,steel tube,,,,,,,50/60 Hz,,No,Yes
2229,https://en.wind-turbine-models.com/turbines/2229-dongfang-g2000-116-fd116-2000-geared,Dongfang,Dongfang G2000-116 / FD116-2000 geared,2000,116,10568,3,80,3,20,9,,double fed induction,,steel tube,,,,,,,50/60 Hz,,No,Yes
2230,https://en.wind-turbine-models.com/turbines/2230-dongfang-g2000-127-geared,Dongfang,Dongfang G2000-127 geared,2000,127,12668,3,,3,20,8.5,,double fed induction,,steel tube,,,,,,,50/60 Hz,,No,Yes
2231,https://en.wind-turbine-models.com/turbines/2231-dongfang-g2200-135-geared,Dongfang,Dongfang G2200-135 geared,2200,135,14314,3,,3,20,9,,double fed induction,,steel tube,,,,,,,50/60 Hz,,No,Yes
2232,https://en.wind-turbine-models.com/turbines/2232-dongfang-g2300-136-geared,Dongfang,Dongfang G2300-136 geared,2300,116,10568,3,80,3,20,8.5,,double fed induction,,steel tube,,,,,,,50/60 Hz,,No,Yes
2206,https://en.wind-turbine-models.com/turbines/2206-dongfang-d2500-131-direct-drive,Dongfang,Dongfang D2500-131 direct drive,2500,131,13478,3,,,,,,synchronous permanent,,,,,,,,,50/60 Hz,,No,Yes
2207,https://en.wind-turbine-models.com/turbines/2207-dongfang-d2750-148-direct-drive,Dongfang,Dongfang D2750-148 direct drive,2750,148,17203,3,,,,,,synchronous permanent,,,,,,,,,50/60 Hz,,No,Yes
2233,https://en.wind-turbine-models.com/turbines/2233-dongfang-g3000-119-fd119-3000-geared,Dongfang,Dongfang G3000-119 / FD119-3000 geared,3000,119,11122,3,90,3,20,10.5,,double fed induction,,steel tube,,,,,,,50/60 Hz,,Yes,Yes
2208,https://en.wind-turbine-models.com/turbines/2208-dongfang-d3000-148-direct-drive,Dongfang,Dongfang D3000-148 direct drive,3000,148,17203,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2209,https://en.wind-turbine-models.com/turbines/2209-dongfang-d3000-155-direct-drive,Dongfang,Dongfang D3000-155 direct drive,3000,155,18869,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2210,https://en.wind-turbine-models.com/turbines/2210-dongfang-d3200-155-direct-drive,Dongfang,Dongfang D3200-155 direct drive,3200,155,18869,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2211,https://en.wind-turbine-models.com/turbines/2211-dongfang-d3300-148-direct-drive,Dongfang,Dongfang D3300-148 direct drive,3300,148,17203,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2212,https://en.wind-turbine-models.com/turbines/2212-dongfang-d3500-148-direct-drive,Dongfang,Dongfang D3500-148 direct drive,3500,148,17203,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2213,https://en.wind-turbine-models.com/turbines/2213-dongfang-d3800-148-direct-drive,Dongfang,Dongfang D3800-148 direct drive,3800,148,17203,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2214,https://en.wind-turbine-models.com/turbines/2214-dongfang-d4000-148-direct-drive,Dongfang,Dongfang D4000-148 direct drive,4000,148,17203,3,90,2.5,20,11.5,12.7,permanent magnet synchronous,,steel tube,,,,,,720,50/60 Hz,,No,Yes
2215,https://en.wind-turbine-models.com/turbines/2215-dongfang-d4200-155-direct-drive,Dongfang,Dongfang D4200-155 direct drive,4200,155,18869,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
2216,https://en.wind-turbine-models.com/turbines/2216-dongfang-d4500-155-direct-drive,Dongfang,Dongfang D4500-155 direct drive,4500,155,18869,3,120,3,20,11.5,12.2,Permanent magnet synchronous,,steel tube,,,,,,1140,50/60 Hz,,No,Yes
2235,https://en.wind-turbine-models.com/turbines/2235-dongfang-g5000-127-fd127-5000-geared,Dongfang,Dongfang G5000-127 / FD127-5000 geared,5000,127,12668,3,100,3.5,25,12.5,,double fed induction,,steel tube,,,,,,,50/60 Hz,,No,Yes
2234,https://en.wind-turbine-models.com/turbines/2234-dongfang-g5000-140-fd140-5000-geared,Dongfang,Dongfang G5000-140 / FD140-5000 geared,5000,140,15394,3,100,3.5,30,11,,double fed induction,,steel tube,,,,,,,50/60 Hz,,No,Yes
2217,https://en.wind-turbine-models.com/turbines/2217-dongfang-d7000-186-direct-drive,Dongfang,Dongfang D7000-186 direct drive,7000,186,27172,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,Yes,Yes
2218,https://en.wind-turbine-models.com/turbines/2218-dongfang-d8000-185-direct-drive,Dongfang,Dongfang D8000-185 direct drive,8000,185,26880,3,,,,,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,Yes,Yes
2219,https://en.wind-turbine-models.com/turbines/2219-dongfang-d10000-185-direct-drive,Dongfang,Dongfang D10000-185 direct drive,10000,185,26880,3,125,4,30,11.5,10,synchronous permanent,,steel tube,,,,,,12000,50/60 Hz,,Yes,Yes
2386,https://en.wind-turbine-models.com/turbines/2386-dongfang-d13000-211-direct-drive,Dongfang,Dongfang D13000-211 direct drive,13000,211,34967,3,130,,,,,permanent magnet,,steel tube,,,,,,,50/60 Hz,2022,Yes,Yes
2575,https://en.wind-turbine-models.com/turbines/2575-doosan-ds205-8-0,Doosan,Doosan DS205-8.0,8000,205,33006,3,,3,25,11,8.4,Permanent Magnet Synchronous,,,,,,,,750,50/60 Hz,,Yes,Yes
2619,https://en.wind-turbine-models.com/turbines/2619-doosan-ds205-10-0,Doosan,Doosan DS205-10.0,10000,205,33006,3,,3.5,25,13,8.4,permanent magnet synchronous,,,,,,,,750,50/60 Hz,,Yes,Yes
482,https://en.wind-turbine-models.com/turbines/482-doosan-winds3000-91,Doosan,Doosan WinDS3000/91,3000,91.3,6539,3,80,3,25,13,15.7,Synchronous permanent,,Steel tube,,,,10000,,,50/60 Hz,,Yes,Yes
1847,https://en.wind-turbine-models.com/turbines/1847-doosan-winds3000-100,Doosan,Doosan WinDS3000/100,3000,100,7853,3,90,3,25,12,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,Yes,Yes
1848,https://en.wind-turbine-models.com/turbines/1848-doosan-winds3000-134,Doosan,Doosan WinDS3000/134,3000,134,14100,3,90,3,20,10,10.7,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,Yes,Yes
2577,https://en.wind-turbine-models.com/turbines/2577-doosan-winds3300,Doosan,Doosan WinDS3300,3300,134,14102,3,90,3,20,11,,,,,,,,,,,,,Yes,Yes
2576,https://en.wind-turbine-models.com/turbines/2576-doosan-winds5500,Doosan,Doosan WinDS5500,5560,140,15393,3,,4,25,13,,,,,,,,,,,,,Yes,Yes
358,https://en.wind-turbine-models.com/turbines/358-dornier-darrieus-savonius-5-5-kw,Dornier,"Dornier Darrieus/Savonius 5,5 kW",5.5,5.5,24,3,10.5,3,,,110,induction,,Lattice,,,,,,28,50.0 Hz,1979,No,Yes
954,https://en.wind-turbine-models.com/turbines/954-dornier-darrieus-30,Dornier,Dornier Darrieus 30,30,12,140,3,18,4,24,10.5,90,Synchronous,,Steel tube,,,,,,380,50 Hz,1985,No,Yes
93,https://en.wind-turbine-models.com/turbines/93-dornier-darrieus-55,Dornier,Dornier Darrieus 55,55,15,200,2,25,3,25,11.5,60,synchronus,,steel tower,,,,,,,,,No,Yes
